name,pfs,source,rarity,trait,item_category,item_subcategory,level,price,bulk,usage,spoilers
Elemental Ammunition (Lesser),Standard,Treasure Vault pg. 42 <sup>1.1</sup>,Common,"Alchemical, Consumable, Splash",Alchemical Items,Alchemical Ammunition,1,3 gp,,,
Elixir of Life (Minor),Standard,"Player Core 2 pg. 288, GM Core pg. 247 <sup>2.0</sup>",Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,1,3 gp,L,held in 1 hand,
Elsie's Excellent Bottled Vim,Limited,Rusthenge pg. 59,Rare,"Alchemical, Consumable, Elixir, Rare",Alchemical Items,Alchemical Elixirs,1,3 gp,L,held in 1 hand,Rusthenge
Emergency Disguise,Standard,PFS Guide pg. 108,Uncommon,"Conjuration, Consumable, Magical, Talisman, Uncommon",Consumables,Talismans,1,3 gp,,affixed to armor,
Forensic Dye,Standard,Player Core 2 pg. 295,Common,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,1,3 gp,L,held in 1 hand,
Frost Vial (Lesser),Standard,Player Core 2 pg. 285,Common,"Alchemical, Bomb, Cold, Consumable, Splash",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,
Gecko Potion,Standard,GM Core pg. 259 <sup>2.0</sup>,Common,"Consumable, Magical, Potion",Consumables,Potions,1,3 gp,L,held in 1 hand,
Ghost Charge (Lesser),Standard,Player Core 2 pg. 285,Common,"Alchemical, Bomb, Consumable, Splash, Vitality",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,
Ghost Ink,Standard,Player Core 2 pg. 295,Common,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,1,3 gp,L,held in 1 hand,
Glow Rod,Standard,"Player Core 2 pg. 295, GM Core pg. 251 <sup>2.0</sup>",Common,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,1,3 gp,L,held in 1 hand,
Glue Bomb (Lesser),Standard,"Player Core 2 pg. 285, GM Core pg. 245 <sup>2.0</sup>",Common,"Alchemical, Bomb, Consumable",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,
Goo Grenade (Lesser),Standard,Impossible Lands pg. 306,Uncommon,"Alchemical, Bomb, Consumable, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,
Grit,Restricted,"Absalom, City of Lost Omens pg. 391",Common,"Alchemical, Consumable, Drug, Ingested, Poison",Alchemical Items,Drugs,1,3 gp,L,held in 1 hand,
Grolna,,Pathfinder #157: Devil at the Dreaming Palace pg. 81,Uncommon,"Alchemical, Consumable, Drug, Ingested, Poison, Uncommon",Alchemical Items,Drugs,1,3 gp,L,held in 1 hand,Agents of Edgewatch
Hampering Snare,Standard,Player Core 2 pg. 298,Common,"Consumable, Mechanical, Snare, Trap",Snares,,1,3 gp,,,
Holy Water,Standard,GM Core pg. 268 <sup>2.0</sup>,Common,"Consumable, Divine, Holy, Splash",Consumables,Other Consumables,1,3 gp,L,held in 1 hand,
Impact Foam Chassis (Lesser),Standard,Guns & Gears pg. 70 <sup>2.0</sup>,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,1,3 gp,L,worn over armor and clothes,
Iron Wine,Standard,Tian Xia Character Guide pg. 104,Uncommon,"Alchemical, Consumable, Elixir, Uncommon",Alchemical Items,Alchemical Food,1,3 gp,L,held in 1 hand,
Journeybread,Standard,Treasure Vault pg. 49 <sup>1.1</sup>,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Food,1,3 gp,,held in 1 hand,
Lady's Blessing Oil,Standard,Travel Guide pg. 101,Common,"Alchemical, Consumable",Alchemical Items,Alchemical Plants,1,3 gp,L,held in 1 hand,
Lastwall Soup,Standard,Character Guide pg. 92 <sup>2.0</sup>,Uncommon,"Alchemical, Consumable, Elixir, Uncommon",Alchemical Items,Alchemical Elixirs,1,3 gp,L,held in 2 hands,
Leaper's Elixir (Lesser),Standard,Core Rulebook pg. 549 <sup>4.0</sup>,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,1,3 gp,L,held in 1 hand,
Manacles (Simple),Standard,Player Core pg. 288 <sup>2.0</sup>,Common,,Adventuring Gear,,1,3 gp,,,
Marking Snare,Standard,Player Core 2 pg. 299,Common,"Consumable, Mechanical, Snare, Trap",Snares,,1,3 gp,,,
Marvelous Miniature (Ladder),Standard,GM Core pg. 268 <sup>2.0</sup>,Common,"Consumable, Expandable, Magical",Consumables,Other Consumables,1,3 gp,,held in 1 hand,
Merciful Balm,Standard,Treasure Vault pg. 86 <sup>1.1</sup>,Common,"Abjuration, Consumable, Magical, Oil",Consumables,Oils,1,3 gp,L,held in 2 hands,
Missive Mint,Standard,Treasure Vault pg. 49 <sup>1.1</sup>,Common,"Alchemical, Auditory, Consumable, Linguistic",Alchemical Items,Alchemical Food,1,3 gp,,held in 1 hand,
Mud Bomb (Lesser),,Pathfinder #176: Lost Mammoth Valley pg. 78,Uncommon,"Alchemical, Bomb, Consumable, Earth, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,Quest for the Frozen Flame
Necrotic Bomb (Lesser),,Pathfinder #165: Eyes of Empty Death pg. 74,Common,"Alchemical, Bomb, Consumable, Negative, Splash",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,
Nectar of Purification,Standard,GM Core pg. 257 <sup>2.0</sup>,Common,"Consumable, Magical, Oil",Consumables,Oils,1,3 gp,L,held in 1 hand,
Pernicious Spore Bomb (Lesser),,Pathfinder #176: Lost Mammoth Valley pg. 78,Uncommon,"Alchemical, Bomb, Consumable, Poison, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,Quest for the Frozen Flame
Peshspine Grenade (Lesser),Limited,Pathfinder #149: Against the Scarlet Triad pg. 77,Uncommon,"Alchemical, Bomb, Consumable, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,Age of Ashes
Potion of Emergency Escape,Standard,"Player Core 2 pg. 304, GM Core pg. 259 <sup>2.0</sup>",Common,"Consumable, Magical, Potion",Consumables,Potions,1,3 gp,L,held in 1 hand,
Predator's Claw,Standard,GM Core pg. 266 <sup>2.0</sup>,Common,"Consumable, Magical, Talisman",Consumables,Talismans,1,3 gp,,affixed to a weapon,
Predictable Silver Piece,Standard,Player Core 2 pg. 307,Common,Magical,Held Items,,1,3 gp,,held in 1 hand,
Ration Tonic,Standard,Player Core 2 pg. 304,Common,"Consumable, Magical, Potion",Consumables,Potions,1,3 gp,L,held in 1 hand,
Redpitch Bomb (Lesser),,Redpitch Alchemy,Rare,"Alchemical, Bomb, Consumable, Fire, Rare, Splash",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,
Replacement Filter (Level 1),Standard,PFS Guide pg. 115,Uncommon,Uncommon,Adventuring Gear,,1,3 gp,,,
Runestone,Standard,GM Core pg. 269 <sup>2.0</sup>,Common,"Consumable, Magical",Consumables,Other Consumables,1,3 gp,L,held in 1 hand,
Sack of Rotten Fruit,Limited,A Fistful of Flowers pg. 15,Common,,Consumables,Other Consumables,1,3 gp,L,held in 1 hand,
Sanguine Mutagen (Lesser),Standard,Treasure Vault pg. 60 <sup>1.1</sup>,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,1,3 gp,L,held in 1 hand,
Searing Suture (Lesser),Limited,Pathfinder #178: Punks in a Powderkeg pg. 77,Uncommon,"Alchemical, Consumable, Fire, Uncommon",Alchemical Items,Alchemical Tools,1,3 gp,L,held in 1 hand,Outlaws of Alkenstar
Self-Immolating Note,Standard,Dark Archive pg. 83,Uncommon,"Alchemical, Consumable, Fire, Uncommon",Alchemical Items,Alchemical Tools,1,3 gp,,held in 1 hand,
Shining Ammunition,Standard,GM Core pg. 256 <sup>2.0</sup>,Common,"Consumable, Light, Magical",Consumables,Magical Ammunition,1,3 gp,,,
Signaling Snare,Standard,Player Core 2 pg. 300,Common,"Consumable, Mechanical, Snare, Trap",Snares,,1,3 gp,,,
Silver Tripod,Standard,Guns & Gears pg. 186 <sup>2.0</sup>,Common,"Conjuration, Consumable, Force, Magical, Talisman",Consumables,Talismans,1,3 gp,,affixed to a firearm with the kickback trait,
Smoke Ball (Lesser),Standard,"Player Core 2 pg. 296, GM Core pg. 251 <sup>2.0</sup>",Common,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,1,3 gp,L,held in 2 hands,
Smoke Screen Snare (Lesser),,Pathfinder #176: Lost Mammoth Valley pg. 80,Uncommon,"Consumable, Mechanical, Snare, Trap, Uncommon",Snares,,1,3 gp,L,,Quest for the Frozen Flame
Spear Frog Poison,Standard,"Treasure Vault pg. 71 <sup>1.1</sup>, Bestiary 2 pg. 121 <sup>2.0</sup>",Common,"Alchemical, Consumable, Injury, Poison",Alchemical Items,Alchemical Poisons,1,3 gp,L,held in 2 hands,
Spike Snare,Standard,Player Core 2 pg. 300,Common,"Consumable, Mechanical, Snare, Trap",Snares,,1,3 gp,,,
Star Grenade (Lesser),Limited,Pathfinder #180: The Smoking Gun pg. 75,Uncommon,"Alchemical, Bomb, Consumable, Fire, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,Outlaws of Alkenstar
Steelscour (lesser),,Wake the Dead #5 pg. 25,Uncommon,"Acid, Alchemical, Bomb, Consumable, Uncommon",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,
Tallow Bomb (Lesser),,Pathfinder #175: Broken Tusk Moon pg. 75,Uncommon,"Alchemical, Bomb, Consumable, Fire, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,Quest for the Frozen Flame
Theatrical Mutagen (Lesser),Standard,Treasure Vault pg. 61 <sup>1.1</sup>,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,1,3 gp,L,held in 1 hand,
Thunderbird Tuft (Lesser),Standard,Secrets of Magic pg. 169 <sup>1.1</sup>,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,1,3 gp,L,held in 1 hand,
Thunderstone (Lesser),Standard,Core Rulebook pg. 546 <sup>4.0</sup>,Common,"Alchemical, Bomb, Consumable, Sonic, Splash",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,
Twigjack Sack (Lesser),,Pathfinder #175: Broken Tusk Moon pg. 75,Uncommon,"Alchemical, Bomb, Consumable, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,Quest for the Frozen Flame
Unholy Water,Standard,GM Core pg. 269 <sup>2.0</sup>,Common,"Consumable, Divine, Splash, Unholy",Consumables,Other Consumables,1,3 gp,L,held in 1 hand,
Water Bomb (Lesser),,Pathfinder #176: Lost Mammoth Valley pg. 79,Uncommon,"Alchemical, Bomb, Consumable, Nonlethal, Splash, Uncommon, Water",Alchemical Items,Alchemical Bombs,1,3 gp,L,held in 1 hand,Quest for the Frozen Flame
1st-rank Scroll,Standard,GM Core pg. 262 <sup>2.0</sup>,Common,"Consumable, Magical, Scroll",Consumables,Scrolls,1,4 gp,L,held in 1 hand,
Ablative Armor Plating (Lesser),Standard,Guns & Gears pg. 66 <sup>2.0</sup>,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,1,4 gp,1,attached to armor or traveler's clothing,
Ablative Shield Plating (Lesser),Standard,Guns & Gears pg. 67 <sup>2.0</sup>,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,1,4 gp,1,attached to a shield,
Alicorn Hair,Standard,Howl of the Wild pg. 118 <sup>2.0</sup>,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,1,4 gp,,held in 1 hand,
Alignment Ampoule (Lesser),Limited,PFS Guide pg. 38,Uncommon,"Alchemical, Bomb, Consumable, Uncommon",Alchemical Items,Alchemical Bombs,1,4 gp,L,held in 1 hand,
Animal-Turning Fulu,,Pathfinder #196: The Summer That Never Was pg. 83,Rare,"Abjuration, Consumable, Fulu, Magical, Rare, Talisman",Consumables,Fulu,1,4 gp,,affixed to armor,Season of Ghosts
Armor Latches,Standard,"Treasure Vault pg. 11 <sup>1.1</sup>, The Mwangi Expanse pg. 258 <sup>2.0</sup>",Common,Adjustment,Adjustments,,1,4 gp,,applied to armor,
Armor Polishing Kit,Limited,Rusthenge pg. 59,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Tools,1,4 gp,L,held in 1 hand,Rusthenge
Bestial Mutagen (Lesser),Standard,Player Core 2 pg. 289,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,
Blood Bomb (Lesser),Limited,Pathfinder #194: Cult of the Cave Worm pg. 79,Uncommon,"Alchemical, Bomb, Consumable, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,4 gp,L,held in 1 hand,Sky King's Tomb
Blood Sap,,Gamemastery Guide pg. 120,Common,"Alchemical, Consumable, Drug, Ingested, Poison",Alchemical Items,Drugs,1,4 gp,L,held in 1 hand,
Cognitive Mutagen (Lesser),Standard,Player Core 2 pg. 289,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,
Drakeheart Mutagen (Lesser),Standard,Player Core 2 pg. 289,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,
Eagle-Eye Elixir (Lesser),Standard,"Player Core 2 pg. 287, GM Core pg. 247 <sup>2.0</sup>",Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,
Energy Mutagen (Lesser),Standard,"Treasure Vault pg. 60 <sup>1.1</sup>, The Fall of Plaguestone pg. 56",Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,
Explosive Mine (Lesser),Standard,Guns & Gears pg. 69 <sup>2.0</sup>,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,1,4 gp,L,held in 2 hands,
Feyfoul (Lesser),Limited,Kingmaker Companion Guide pg. 35,Rare,"Alchemical, Consumable, Rare",Alchemical Items,Alchemical Tools,1,4 gp,L,held in 1 hand,Kingmaker
Firecracker Fulu,,Pathfinder #196: The Summer That Never Was pg. 83,Rare,"Consumable, Evocation, Fulu, Magical, Rare, Talisman",Consumables,Fulu,1,4 gp,,affixed to a weapon,Season of Ghosts
Flare Beacon (Lesser),Standard,Guns & Gears pg. 69 <sup>2.0</sup>,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,1,4 gp,L,held in 1 hand,
Giant Centipede Venom,Standard,"Player Core 2 pg. 292, GM Core pg. 249 <sup>2.0</sup>",Common,"Alchemical, Consumable, Injury, Poison",Alchemical Items,Alchemical Poisons,1,4 gp,L,held in 2 hands,
Glowing Lantern Fruit,Standard,Rage of Elements pg. 201 <sup>2.0</sup>,Uncommon,"Consumable, Magical, Uncommon, Wood",Consumables,Other Consumables,1,4 gp,L,held in 1 hand,
Healing Potion (Minor),Standard,GM Core pg. 259 <sup>2.0</sup>,Common,"Consumable, Healing, Magical, Potion, Vitality",Consumables,Potions,1,4 gp,L,held in 1 hand,
Juggernaut Mutagen (Lesser),Standard,Player Core 2 pg. 289,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,
Junk Bomb (Lesser),Limited,Pathfinder Special: Fumbus,Uncommon,"Alchemical, Bomb, Consumable, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,4 gp,L,held in 1 hand,
Numbing Tonic (Minor),Standard,Treasure Vault pg. 60 <sup>1.1</sup>,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,
Ogre Spider Filament,Standard,Howl of the Wild pg. 119 <sup>2.0</sup>,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,1,4 gp,L,held in 1 hand,
Oil of Unlife (Minor),Standard,GM Core pg. 258 <sup>2.0</sup>,Common,"Consumable, Magical, Oil, Void",Consumables,Oils,1,4 gp,L,held in 1 hand,
Poison Barbs Snare,Limited,Pathfinder #175: Broken Tusk Moon pg. 79,Common,"Consumable, Mechanical, Snare, Trap",Snares,,1,4 gp,,,
Potency Crystal,Standard,GM Core pg. 266 <sup>2.0</sup>,Common,"Consumable, Magical, Talisman",Consumables,Talismans,1,4 gp,,affixed to a weapon,
Potion of Retaliation (Minor),Standard,Player Core 2 pg. 304,Common,"Consumable, Magical, Potion",Consumables,Potions,1,4 gp,L,held in 1 hand,
Potion of Shared Memories,Standard,GM Core pg. 260 <sup>2.0</sup>,Common,"Consumable, Magical, Mental, Potion",Consumables,Potions,1,4 gp,L,held in 1 hand,
Pressure Bomb (Lesser),Limited,Pathfinder Special: Fumbus,Uncommon,"Alchemical, Bomb, Consumable, Force, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,4 gp,L,held in 1 hand,
Prey Mutagen (Lesser),,Pathfinder #194: Cult of the Cave Worm pg. 79,Rare,"Alchemical, Consumable, Elixir, Mutagen, Polymorph, Rare",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,Sky King's Tomb
Privacy Ward Fulu (Hallway),Standard,Pathfinder #196: The Summer That Never Was pg. 83,Rare,"Abjuration, Consumable, Fulu, Magical, Rare",Consumables,Fulu,1,4 gp,,affixed to wall,Season of Ghosts
Quicksilver Mutagen (Lesser),Standard,Player Core 2 pg. 290,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,
Serene Mutagen (Lesser),Standard,Player Core 2 pg. 290,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,
Shielding Salve,Standard,Player Core 2 pg. 303,Common,"Consumable, Magical, Oil",Consumables,Oils,1,4 gp,L,held in 2 hands,
Silvertongue Mutagen (Lesser),Standard,Player Core 2 pg. 290,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,
Skeptic's Elixir (Lesser),,Pathfinder #163: Ruins of Gauntlight pg. 78,Uncommon,"Alchemical, Consumable, Elixir, Uncommon",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,Abomination Vaults
Skunk Bomb (Lesser),Standard,Treasure Vault pg. 45 <sup>1.1</sup>,Common,"Alchemical, Bomb, Consumable, Olfactory, Poison, Splash",Alchemical Items,Alchemical Bombs,1,4 gp,L,held in 1 hand,
Sticky Algae Bomb (Lesser),Standard,Rage of Elements pg. 178 <sup>2.0</sup>,Common,"Alchemical, Bomb, Consumable, Water",Alchemical Items,Alchemical Bombs,1,4 gp,L,held in 1 hand,
Sulfur Bomb (Lesser),Standard,Grand Bazaar pg. 15,Uncommon,"Acid, Alchemical, Bomb, Consumable, Olfactory, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,4 gp,L,held in 1 hand,
Traveling Companion's Chair,Standard,Treasure Vault pg. 105 <sup>1.1</sup>,Common,"Barding, Companion",Assistive Items,Animal Companion Mobility Aids,1,4 gp,1,,
Vaccine (Minor),Standard,"Treasure Vault pg. 61 <sup>1.1</sup>, Legends pg. 71",Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,
Vexing Vapor (Lesser),Limited,Grand Bazaar pg. 27,Uncommon,"Alchemical, Bomb, Consumable, Inhaled, Mental, Poison, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,4 gp,L,held in 1 hand,
War Blood Mutagen (Lesser),Limited,Pathfinder #178: Punks in a Powderkeg pg. 77,Uncommon,"Alchemical, Consumable, Elixir, Mutagen, Polymorph, Uncommon",Alchemical Items,Alchemical Elixirs,1,4 gp,L,held in 1 hand,Outlaws of Alkenstar
Wolf Fang,Standard,GM Core pg. 267 <sup>2.0</sup>,Common,"Consumable, Magical, Talisman",Consumables,Talismans,1,4 gp,,affixed to armor,
Wolliped Fleece,Standard,Howl of the Wild pg. 119 <sup>2.0</sup>,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,1,4 gp,,held in 1 hand,
Burnished Plating,Standard,Grand Bazaar pg. 104,Uncommon,"Adjustment, Uncommon",Adjustments,,1,5 gp,L,applied to metal armor,
Cantrip Deck (5-Pack),Standard,Secrets of Magic pg. 181 <sup>1.1</sup>,Common,"Evocation, Magical",Held Items,,1,5 gp,,held in 1 hand,
Guide Harness,Standard,Treasure Vault pg. 105 <sup>1.1</sup>,Common,Companion,Assistive Items,Animal Companion Mobility Aids,1,5 gp,1,worn,
Ignitor,Standard,Guns & Gears pg. 88 <sup>2.0</sup>,Common,Clockwork,Adventuring Gear,,1,5 gp,,held in 1 hand,
Impulse Control,Standard,Grand Bazaar pg. 71,Common,"Divination, Magical",Assistive Items,Mobility Devices,1,5 gp,,,
Loaded Dice,Standard,Grand Bazaar pg. 58,Common,,Adventuring Gear,,1,5 gp,L,held in 2 hands,
Magical Hearing Aid,Standard,Grand Bazaar pg. 68,Common,"Divination, Magical",Assistive Items,Hearing Aids,1,5 gp,,worn,
Magical Prosthetic Eye,Standard,Treasure Vault pg. 105 <sup>1.1</sup>,Common,"Divination, Magical",Assistive Items,Vision Assistance,1,5 gp,L,worn,
Mask (Rubber),Standard,Grand Bazaar pg. 92,Common,,Adventuring Gear,,1,5 gp,,worn mask,
Olfactory Stimulators,Standard,Treasure Vault pg. 105 <sup>1.1</sup>,Common,Magical,Assistive Items,Animal Companion Mobility Aids,1,5 gp,,worn,
Psychopomp Mask,,Pathfinder #169: Kindled Magic pg. 74,Uncommon,"Invested, Magical, Necromancy, Uncommon",Worn Items,Other Worn Items,1,5 gp,,worn mask,Strength of Thousands
Subtle Armor,Standard,Firebrands pg. 83 <sup>2.0</sup>,Uncommon,"Adjustment, Uncommon",Adjustments,,1,5 gp,,applied to armor,
Throwing Shield,Standard,Knights of Lastwall pg. 87,Uncommon,"Adjustment, Uncommon",Adjustments,,1,5 gp,,applied to a buckler or shield,
Traveler's Chair,Standard,"Grand Bazaar pg. 70, Guns & Gears pg. 91 <sup>2.0</sup>",Common,,Assistive Items,Mobility Devices,1,5 gp,3,,
Twining Chains,Standard,Grand Bazaar pg. 104,Uncommon,"Adjustment, Uncommon",Adjustments,,1,5 gp,1,applied to armor,
Waterproof Journal,Limited,PFS Guide pg. 30,Uncommon,Uncommon,Adventuring Gear,,1,5 gp,1,,
Dwarven Daisy (Lesser),Limited,PFS Quest #5: The Dragon Who Stole Evoking Day pg. 14,Uncommon,"Alchemical, Bomb, Consumable, Fire, Splash, Uncommon",Alchemical Items,Alchemical Bombs,1,6 gp,L,held in 1 hand,
Weapon Harness,Standard,Treasure Vault pg. 11 <sup>1.1</sup>,Uncommon,"Adjustment, Uncommon",Adjustments,,1,6 gp,L,applied to armor,
Sukgung,Standard,Treasure Vault pg. 31 <sup>1.1</sup>,Common,Fatal Aim d12,Weapons,Base Weapons,1,7 gp,1,,
Traveler's Cloak,Standard,Knights of Lastwall pg. 86,Uncommon,Uncommon,Adventuring Gear,,1,7 gp,L,,
Rhythm Bone,Limited,Pathfinder #169: Kindled Magic pg. 76,Uncommon,"Auditory, Magical, Uncommon",Held Items,,1,8 gp,L,held in 1 hand,Strength of Thousands
Stiletto Pen,Standard,PFS Guide pg. 30,Uncommon,"Agile, Concealable, Finesse, Thrown 10 ft., Uncommon",Weapons,Base Weapons,1,8 gp,L,,
Aeon Stone (Consumed),Standard,GM Core pg. 284 <sup>2.0</sup>,Uncommon,"Invested, Magical, Uncommon",Worn Items,Other Worn Items,1,9 gp,,worn,
Barricade Buster,Standard,Treasure Vault pg. 30 <sup>1.1</sup>,Uncommon,"Kickback, Orc, Razing, Repeating, Uncommon, Volley 20 ft.",Weapons,Base Weapons,1,9 gp,3,,
